,score,i,j
813,0.7037037037037037,6,7
814,0.7453703703703703,6,9
815,0.6435185185185185,6,11
816,0.7361111111111112,6,13
817,0.8009259259259259,6,15
818,0.7037037037037037,6,17
819,0.7962962962962963,6,19
820,0.7453703703703703,6,21
821,0.8009259259259259,6,23
822,0.7962962962962963,6,25
823,0.7870370370370371,6,27
824,0.7962962962962963,6,29
825,0.8194444444444444,6,31
826,0.8148148148148148,6,33
827,0.8379629629629629,6,35
828,0.8148148148148148,6,37
829,0.8472222222222222,6,39
830,0.8009259259259259,6,41
831,0.8425925925925926,6,43
832,0.8379629629629629,6,45
833,0.8240740740740741,6,47
834,0.8194444444444444,6,49
835,0.8287037037037037,6,51
836,0.8518518518518519,6,53
837,0.8240740740740741,6,55
838,0.8055555555555556,6,57
839,0.8333333333333334,6,59
840,0.6064814814814815,7,5
841,0.7546296296296297,7,7
842,0.6527777777777778,7,9
843,0.6851851851851852,7,11
844,0.6944444444444444,7,13
845,0.7268518518518519,7,15
846,0.7638888888888888,7,17
847,0.7731481481481481,7,19
848,0.7824074074074074,7,21
849,0.8287037037037037,7,23
850,0.7962962962962963,7,25
851,0.8009259259259259,7,27
852,0.7916666666666666,7,29
853,0.8009259259259259,7,31
854,0.8472222222222222,7,33
855,0.7962962962962963,7,35
856,0.8287037037037037,7,37
857,0.8009259259259259,7,39
858,0.8287037037037037,7,41
859,0.8379629629629629,7,43
860,0.8101851851851852,7,45
861,0.8240740740740741,7,47
862,0.8379629629629629,7,49
863,0.8240740740740741,7,51
864,0.8657407407407407,7,53
865,0.8425925925925926,7,55
866,0.8518518518518519,7,57
867,0.8240740740740741,7,59
868,0.6296296296296297,8,5
869,0.5972222222222222,8,7
870,0.6712962962962963,8,9
871,0.75,8,11
872,0.6944444444444444,8,13
873,0.8287037037037037,8,15
874,0.7777777777777778,8,17
875,0.8009259259259259,8,19
876,0.7175925925925926,8,21
877,0.8194444444444444,8,23
878,0.8009259259259259,8,25
879,0.7824074074074074,8,27
880,0.8101851851851852,8,29
881,0.8055555555555556,8,31
882,0.8333333333333334,8,33
883,0.8333333333333334,8,35
884,0.8611111111111112,8,37
885,0.8379629629629629,8,39
886,0.8055555555555556,8,41
887,0.8425925925925926,8,43
888,0.8194444444444444,8,45
889,0.8518518518518519,8,47
890,0.8472222222222222,8,49
891,0.8611111111111112,8,51
892,0.8472222222222222,8,53
893,0.8425925925925926,8,55
894,0.8518518518518519,8,57
895,0.8611111111111112,8,59
896,0.6342592592592593,9,5
897,0.6620370370370371,9,7
898,0.6759259259259259,9,9
899,0.7731481481481481,9,11
900,0.75,9,13
901,0.7546296296296297,9,15
902,0.7685185185185185,9,17
903,0.7916666666666666,9,19
904,0.7777777777777778,9,21
905,0.8148148148148148,9,23
906,0.8379629629629629,9,25
907,0.8333333333333334,9,27
908,0.8148148148148148,9,29
909,0.8101851851851852,9,31
910,0.8101851851851852,9,33
911,0.8148148148148148,9,35
912,0.8240740740740741,9,37
913,0.8518518518518519,9,39
914,0.8564814814814815,9,41
915,0.8518518518518519,9,43
916,0.8333333333333334,9,45
917,0.8611111111111112,9,47
918,0.8518518518518519,9,49
919,0.8287037037037037,9,51
920,0.8518518518518519,9,53
921,0.8518518518518519,9,55
922,0.8564814814814815,9,57
923,0.8518518518518519,9,59
924,0.6296296296296297,10,5
925,0.5509259259259259,10,7
926,0.6851851851851852,10,9
927,0.7731481481481481,10,11
928,0.7222222222222222,10,13
929,0.7731481481481481,10,15
930,0.8009259259259259,10,17
931,0.7962962962962963,10,19
932,0.7916666666666666,10,21
933,0.8194444444444444,10,23
934,0.8287037037037037,10,25
935,0.7962962962962963,10,27
936,0.8148148148148148,10,29
937,0.8287037037037037,10,31
938,0.8425925925925926,10,33
939,0.8611111111111112,10,35
940,0.8379629629629629,10,37
941,0.8148148148148148,10,39
